"codice","descrizione"
"83931","Lussazione esposta delle vertebre toraciche"
"8394","Lussazione di altre vertebre, chiuse"
"83940","Lussazione chiusa di vertebra, sito non specificato"
"83941","Lussazione chiusa del coccige"
"83942","Lussazione chiusa del sacro"
"83949","Altra lussazione di altre vertebre, chiuse"
"8395","Lussazione di altre vertebre, esposte"
"83950","Lussazione esposta di vertebra, sito non specificato"
"83951","Lussazione esposta del coccige"
"83952","Lussazione esposta del sacro"
"83959","Altra lussazione di altre vertebre, esposte"
"8396","Lussazione altre localizzazioni, chiuse"
"83961","Lussazione chiusa dello sterno"
"83969","Lussazione altre localizzazioni, chiuse, altro"
"8397","Lussazione, altre localizzazioni, esposte"
"83971","Lussazione esposta dello sterno"
"83979","Lussazione altre localizzazioni, esposte, altro"
"8398","Lussazioni multiple e mal definite, chiuse"
"8399","Lussazioni multiple e mal definite, esposte"
"840","Distorsione e distrazione della spalla e del braccio"
"8400","Distorsione e distrazione acromioclavicolare (articolazione) (legamento)"
"8401","Distorsione e distrazione coracoclavicolare (legamento)"
"8402","Distorsione e distrazione coraco-omerale (legamento)"
"8403","Distorsione e distrazione sottospinoso (muscolo) (legamento)"
"8404","Distorsione e distrazione cuffia dei rotatori (capsula)"
"8405","Distorsione e distrazione sottoscapolare (muscolo)"
"8406","Distorsione e distrazione sopraspinoso (muscolo) (tendine)"
"8407","Lesione del labrum glenoide superiore"
"8408","Distorsione e distrazione di altri siti specificati della spalla e del braccio"
"8409","Distorsione e distrazione di sito non specificato della spalla e del braccio"
"841","Distorsione e distrazione del gomito e dell’avambraccio"
"8410","Distorsione e distrazione del legamento laterale esterno"
"8411","Distorsione e distrazione del legamento laterale interno"
"8412","Distorsione e distrazione radio-omerale (articolazione)"
"8413","Distorsione e distrazione omerocubitale (articolazione)"
"8418","Distorsione e distrazione di altri siti specificati del gomito e dell’avambraccio"
"8419","Distorsione e distrazione di sito non specificato del gomito e dell’avambraccio"
"842","Distorsione e distrazione del polso e della mano"
"8420","Distorsione e distrazione del polso"
"84200","Distorsione e distrazione di sito non specificato del polso e della mano"
"84201","Distorsione e distrazione carpale (articolazione)"
"84202","Distorsione e distrazione radiocarpale (articolazione) (legamento)"
"84209","Distorsione e distrazione di altro sito del polso"
"8421","Distorsione e distrazione della mano"
"84210","Distorsione e distrazione di sito non specificato della mano"
"84211","Distorsione e distrazione carpometacarpale (articolazione)"
"84212","Distorsione e distrazione metacarpofalangea (articolazione)"
"84213","Distorsione e distrazione interfalangea (articolazione)"
"84219","Distorsione e distrazione di altro sito della mano"
"843","Distorsione e distrazione dell’anca e della coscia"
"8430","Distorsione e distrazione iliofemorale (legamento)"
"8431","Distorsione e distrazione ischiocapsulare (legamento)"
"8438","Distorsione e distrazione di altri siti specificati dell’anca e della coscia"
"8439","Distorsione e distrazione di sito non specificato dell’anca e della coscia"
"844","Distorsione e distrazione del ginocchio e della gamba"
"8440","Distorsione e distrazione legamento collaterale esterno del ginocchio"
"8441","Distorsione e distrazione legamento collaterale mediale del ginocchio"
"8442","Distorsione e distrazione legamento crociato del ginocchio"
"8443","Distorsione e distrazione tibioperoneale superiore (articolazione) (legamento)"
"8448","Distorsione e distrazione di altri siti specificati del ginocchio e della gamba"
"8449","Distorsione e distrazione di sito non specificato del ginocchio e della gamba"
"845","Distorsione e distrazione della caviglia e del piede"
"8450","Distorsione e distrazione della caviglia"
"84500","Distorsione e distrazione di sito non specificato della caviglia"
"84501","Distorsione e distrazione del deltoide (legamento), caviglia"
"84502","Distorsione e distrazione calcaneoperoneale (legamento)"
"84503","Distorsione e distrazione tibioperoneale (legamento), distale"
"84509","Distorsione e distrazione di altro sito della caviglia"
"8451","Distorsione e distrazione del piede"
"84510","Distorsione e distrazione di sito non specificato del piede"
"84511","Distorsione e distrazione tarsometatarsale (articolazione) (legamento)"
"84512","Distorsione e distrazione metatarsofalangea (articolazione)"
"84513","Distorsione e distrazione interfalangea (articolazione), dito del piede"
"84519","Distorsione e distrazione di altro sito del piede"
"846","Distorsione e distrazione della regione sacroiliaca"
"8460","Distorsione e distrazione lombosacrale (articolazione) (legamento)"
"8461","Distorsione e distrazione legamento sacroiliaco"
"8462","Distorsione e distrazione sacrospinoso (legamento)"
"8463","Distorsione e distrazione sacrotuberoso (legamento)"
"8468","Distorsione e distrazione di altri siti specificati della regione sacroiliaca"
"8469","Distorsione e distrazione di sito non specificato della regione sacroiliaca"
"847","Distorsione e distrazione di altre e non specificate parti del dorso"
"8470","Distorsione e distrazione del collo"
"8471","Distorsione e distrazione toracica"
"8472","Distorsione e distrazione lombare"
"8473","Distorsione e distrazione del sacro"
"8474","Distorsione e distrazione del coccige"
"8479","Distorsione e distrazione di sito non specificato del dorso"
"848","Altre e mal definite distorsioni e distrazioni"
"8480","Altra e mal definita distorsione e distrazione di cartilagine del setto nasale"
"8481","Altra e mal definite distorsione e distrazione mascellare"
"8482","Altra e mal definita distorsione e distrazione della regione tiroidea"
"8483","Altra e mal definita distorsione e distrazione delle costole"
"8484","Altra e mal definite distorsione e distrazione dello sterno"
"84840","Altra e mal definita distorsione e distrazione di sito non specificato"
"84841","Altra e mal definita distorsione e distrazione sternoclavicolare (articolazione) (legamento)"
"84842","Altra e mal definita distorsione e distrazione condrosternale (articolazione)"
"84849","Altra e mal definita distorsione e distrazione dello sterno"
"8485","Altra e mal definita distorsione e distrazione del bacino"
"8488","Altri siti specificati di distorsioni e distrazioni"
"8489","Sito non specificato di distorsioni e distrazioni"
"850","Concussione"
"8500","Concussione con nessuna perdita di coscienza"
"8501","Concussione con breve perdita di coscienza"
"85011","Con perdita di coscienza di durata inferiore o uguale a 30 minuti"
"85012","Con perdita di coscienza di durata compresa tra 31 e 59 minuti"
"8502","Concussione con moderata perdita di coscienza"
"8503","Concussione con prolungata perdita di coscienza e ritorno al livello di coscienza preesistente"
"8504","Concussione con prolungata perdita di coscienza, senza ritorno al livello di coscienza preesistente"
"8505","Concussione con perdita di coscienza di durata non specificata"
"8509","Con concussione, non specificata"
"851","Lacerazione e contusione cerebrali"
"8510","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta"
"85100","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85101","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85102","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85103","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta con moderata [1-24 ore] perdita di coscienza"
"85104","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85105","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85106","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85109","Contusione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8511","Contusione della corteccia (cerebrale) con ferita intracranica esposta"
"85110","Contusione della corteccia (cerebrale) con ferita intracranica esposta, stato di coscienza non specificato"
"85111","Contusione della corteccia (cerebrale) con ferita intracranica esposta, senza perdita di coscienza"
"85112","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85113","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85114","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85115","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85116","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85119","Contusione della corteccia (cerebrale) con ferita intracranica esposta, con concussione, non specificata"
"8512","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta"
"85120","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85121","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85122","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85123","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85124","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85125","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85126","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85129","Lacerazione della corteccia (cerebrale) senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8513","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta"
"85130","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, stato di coscienza non specificato"
"85131","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, senza perdita di coscienza"
"85132","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85133","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85134","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85135","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85136","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85139","Lacerazione della corteccia (cerebrale) con ferita intracranica esposta, con concussione, non specificata"
"8514","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta"
"85140","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85141","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85142","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85143","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85144","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85145","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85146","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85149","Contusione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8515","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta"
"85150","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, stato di coscienza non specificato"
"85151","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, senza perdita di coscienza"
"85152","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85153","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85154","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85155","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85156","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85159","Contusione cerebellare o del tronco cerebrale con ferita intracranica esposta, con concussione, non specificata"
"8516","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta"
"85160","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85161","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85162","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85163","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85164","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85165","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85166","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85169","Lacerazione cerebellare o del tronco cerebrale senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8517","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta"
"85170","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, stato di coscienza non specificato"
"85171","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, senza perdita di coscienza"
"85172","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85173","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85174","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85175","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85176","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85179","Lacerazione cerebellare o del tronco cerebrale con ferita intracranica esposta, con concussione, non specificata"
"8518","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta"
"85180","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, stato di coscienza non specificato"
"85181","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, senza perdita di coscienza"
"85182","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85183","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85184","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85185","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85186","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85189","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con concussione, non specificata"
"8519","Altra e non specificata lacerazione cerebrale e contusione con ferita intracranica esposta"
"85190","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, stato di coscienza non specificato"
"85191","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, senza perdita di coscienza"
"85192","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85193","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85194","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85195","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85196","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85199","Altra e non specificata lacerazione cerebrale e contusione senza ferita intracranica esposta, con concussione, non specificata"
"852","Emorragia subaracnoidea, subdurale ed extradurale consecutive a traumatismo"
"8520","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta"
"85200","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85201","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85202","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85203","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85204","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85205","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85206","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85209","Emorragia subaracnoidea consecutiva a traumatismo senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8521","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta"
"85210","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, stato di coscienza non specificato"
"85211","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, senza perdita di coscienza"
"85212","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85213","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85214","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85215","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85216","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85219","Emorragia subaracnoidea consecutiva a traumatismo con ferita intracranica esposta, con concussione, non specificata"
"8522","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta"
"85220","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85221","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85222","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85223","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85224","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85225","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85226","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85229","Emorragia subdurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8523","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta"
"85230","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, stato di coscienza non specificato"
"85231","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, senza perdita di coscienza"
"85232","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85233","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85234","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85235","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85236","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85239","Emorragia subdurale consecutiva a traumatismo con ferita intracranica esposta, con concussione, non specificata"
"8524","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta"
"85240","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85241","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85242","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85243","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85244","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85245","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85246","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85249","Emorragia extradurale consecutiva a traumatismo senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8525","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta"
"85250","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, stato di coscienza non specificato"
"85251","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, senza perdita di coscienza"
"85252","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85253","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85254","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85255","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85256","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85259","Emorragia extradurale consecutiva a traumatismo con ferita intracranica esposta, con concussione, non specificata"
"853","Altre e non specificate emorragie intracraniche consecutive a traumatismo"
"8530","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta"
"85300","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85301","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85302","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85303","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85304","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85305","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85306","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85309","Altre e non specificate emorragie intracraniche consecutive a traumatismo, senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8531","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta"
"85310","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, stato di coscienza non specificato"
"85311","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, senza perdita di coscienza"
"85312","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85313","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85314","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85315","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85316","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85319","Altre e non specificate emorragie intracraniche consecutive a traumatismo, con ferita intracranica esposta, con concussione, non specificata"
"854","Traumatismi intracranici di altra e non specificata natura"
"8540","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta"
"85400","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, stato di coscienza non specificato"
"85401","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, senza perdita di coscienza"
"85402","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85403","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85404","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85405","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85406","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85409","Traumatismi intracranici di altra e non specificata natura, senza menzione di ferita intracranica esposta, con concussione, non specificata"
"8541","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta"
"85410","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, stato di coscienza non specificato"
"85411","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, senza perdita di coscienza"
"85412","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con breve [meno di un’ora] perdita di coscienza"
"85413","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con moderata [1-24 ore] perdita di coscienza"
"85414","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza e ritorno al livello di coscienza preesistente"
"85415","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con prolungata [piu' di 24 ore] perdita di coscienza senza ritorno al livello di coscienza preesistente"
"85416","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con perdita di coscienza di durata non specificata"
"85419","Traumatismi intracranici di altra e non specificata natura, con ferita intracranica esposta, con concussione, non specificata"
"860","Pneumotorace ed emotorace traumatici"
"8600","Pneumotorace senza menzione di ferita aperta nel torace"
"8601","Pneumotorace con ferita aperta nel torace"
